PID,FearRatingAudio,ExpFearConvert,UniqueEvent,AvgHR,HRzScore,Description,Emotions,CodedEmotions,EmotionTypeLimited,EmotionType,EmoTypeCodedNegative,EmotionExtent,RegulationExtent,FearType,FearType
1315,2,2.5,49,117.73,0.962610819,Had to go on a bus. Was ordered to go on by a guard. There were fake bodies on the bus and real actors and we couldn't tell which,Fearful/Afraid,5,Negative,Negative,Negative,7,3,,1
1315,1,1,50,113,0.584574365,"We went through a shop, like a twisted work assignment for prisoners. There was actors cutting up fake bodies and limbs. Lots of gore and body parts. People would scare us. Actors would order us to work.",Amused/Interested,1,Positive,Positive,Positive,4,1,,
1315,1,1,50,113,0.584574365,"We went through a shop, like a twisted work assignment for prisoners. There was actors cutting up fake bodies and limbs. Lots of gore and body parts. People would scare us. Actors would order us to work.",Fearful/Afraid*,13,,Negative,Negative,2,1,,0
1315,5,7,51,117.85,0.972201596,We were all told to hold a single line of bandage and walk through the section while holding that. ,Amused/Interested,1,Positive,Positive,Positive,7,1,,
1315,5,7,51,117.85,0.972201596,We were all told to hold a single line of bandage and walk through the section while holding that. ,Nervous/Jittery,8,Negative,Negative,Negative,4,1,,
1315,5,7,51,117.85,0.972201596,We were all told to hold a single line of bandage and walk through the section while holding that. ,Fearful/Afraid*,13,,Negative,Negative,4,1,,0
1315,4,5.5,52,115.29,0.767598357,"We had to put on 3D glasses. We would walk down a neon colored room and actors who had black and neon clothes, who were blending into the walls, would jump out and scare us. ",Amused/Interested,1,Positive,Positive,Positive,7,1,,
1315,4,5.5,52,115.29,0.767598357,"We had to put on 3D glasses. We would walk down a neon colored room and actors who had black and neon clothes, who were blending into the walls, would jump out and scare us. ",Excited/Enthused,3,Positive,Positive,Positive,7,1,,
1315,4,5.5,52,115.29,0.767598357,"We had to put on 3D glasses. We would walk down a neon colored room and actors who had black and neon clothes, who were blending into the walls, would jump out and scare us. ",Nervous/Jittery,8,Negative,Negative,Negative,7,1,,
1315,4,5.5,52,115.29,0.767598357,"We had to put on 3D glasses. We would walk down a neon colored room and actors who had black and neon clothes, who were blending into the walls, would jump out and scare us. ",Shocked/Surprised,11,Negative,Negative,Negative,7,4,,
1315,4,5.5,52,115.29,0.767598357,"We had to put on 3D glasses. We would walk down a neon colored room and actors who had black and neon clothes, who were blending into the walls, would jump out and scare us. ",Fearful/Afraid*,13,,Negative,Negative,6,1,,0
1315,4,5.5,53,112.2,0.520635853,In this section we had to break out of the prison. Guards were calling after us. There was a spotlight going through the yard. Prisoners would both warn us against leaving and motioning which way to go to escape,Alert/Attentive,2,Positive,Positive,,5,1,,
1315,4,5.5,53,112.2,0.520635853,In this section we had to break out of the prison. Guards were calling after us. There was a spotlight going through the yard. Prisoners would both warn us against leaving and motioning which way to go to escape,Fearful/Afraid*,13,,Negative,Negative,3,1,,0
1315,2,2.5,54,117.73,0.962610819,We entered one room which was very large and almost empty except for some actors dressed in all black robes. It was like they were floating in the room. There was lasers shining throughout the room,Amused/Interested,1,Positive,Positive,Positive,7,1,,
1315,2,2.5,54,117.73,0.962610819,We entered one room which was very large and almost empty except for some actors dressed in all black robes. It was like they were floating in the room. There was lasers shining throughout the room,Excited/Enthused,3,Positive,Positive,Positive,7,1,,
1315,2,2.5,54,117.73,0.962610819,We entered one room which was very large and almost empty except for some actors dressed in all black robes. It was like they were floating in the room. There was lasers shining throughout the room,Fearful/Afraid*,13,,Negative,Negative,1,1,,0
1315,3,4,55,113.68,0.638922101,A guy with a fake chainsaw would rev it up and chase us,Alert/Attentive,2,Positive,Positive,,7,1,,
1315,3,4,55,113.68,0.638922101,A guy with a fake chainsaw would rev it up and chase us,Panicked,10,Negative,Negative,Negative,7,3,,
1315,3,4,55,113.68,0.638922101,A guy with a fake chainsaw would rev it up and chase us,Fearful/Afraid,5,Negative,Negative,Negative,7,4,,1
1315,4,5.5,56,115.29,0.767598357,"In the 3D section, we walked through a barrel and it seemed like it was spinning on the inside",Amused/Interested,1,Positive,Positive,Positive,7,1,,
1315,4,5.5,56,115.29,0.767598357,"In the 3D section, we walked through a barrel and it seemed like it was spinning on the inside",Excited/Enthused,3,Positive,Positive,Positive,7,1,,
1315,4,5.5,56,115.29,0.767598357,"In the 3D section, we walked through a barrel and it seemed like it was spinning on the inside",Fearful/Afraid*,13,,Negative,Negative,1,1,,0
1316,,,57,90.828018,-0.076808981,"Upon entering for the first time, and turning the first corner of the first phase I was very startled by what I saw- an actor shackled to chains, suspended in air and thrashing violently. It was very jarring ",Amused/Interested,1,Positive,Positive,Positive,7,1,,
1316,,,57,90.828018,-0.076808981,"Upon entering for the first time, and turning the first corner of the first phase I was very startled by what I saw- an actor shackled to chains, suspended in air and thrashing violently. It was very jarring ",Shocked/Surprised,11,Negative,Negative,Negative,7,1,,
1316,,,57,90.828018,-0.076808981,"Upon entering for the first time, and turning the first corner of the first phase I was very startled by what I saw- an actor shackled to chains, suspended in air and thrashing violently. It was very jarring ",Fearful/Afraid*,13,,Negative,Negative,1,1,,0
1316,3,4,58,100.57,1.188012258,"While leading the first phase, there was one room in which there was heavy fog. This made in very difficult to see. I was shuffling slowly trying to make my way through the room. There were also ""bodies"" swaying from the ceiling. I found this room to be actually scary and was happy to get through it.",Excited/Enthused,3,Positive,Positive,Positive,4,4,,
1316,3,4,58,100.57,1.188012258,"While leading the first phase, there was one room in which there was heavy fog. This made in very difficult to see. I was shuffling slowly trying to make my way through the room. There were also ""bodies"" swaying from the ceiling. I found this room to be actually scary and was happy to get through it.",Tense,12,Negative,Negative,Negative,5,5,,
1316,3,4,58,100.57,1.188012258,"While leading the first phase, there was one room in which there was heavy fog. This made in very difficult to see. I was shuffling slowly trying to make my way through the room. There were also ""bodies"" swaying from the ceiling. I found this room to be actually scary and was happy to get through it.",Shocked/Surprised,11,Negative,Negative,Negative,4,4,,
1316,3,4,58,100.57,1.188012258,"While leading the first phase, there was one room in which there was heavy fog. This made in very difficult to see. I was shuffling slowly trying to make my way through the room. There were also ""bodies"" swaying from the ceiling. I found this room to be actually scary and was happy to get through it.",Fearful/Afraid,5,Negative,Negative,Negative,5,4,,1
1316,3,4,59,100.57,1.188012258,"At the end of the first phase, the path led to an open room with more heavy fog. This room also had lasers pointing in multiple directions and people in robes that seemingly glided across the room. I thought this was quite disorienting. ",Other-Dizzy,15,,,,6,6,,
1316,3,4,59,100.57,1.188012258,"At the end of the first phase, the path led to an open room with more heavy fog. This room also had lasers pointing in multiple directions and people in robes that seemingly glided across the room. I thought this was quite disorienting. ",Fearful/Afraid*,13,,Negative,Negative,1,1,,0
1316,3,4,60,95.72,0.558326942,There was a moment in the blood yard when an actor revved up a chainsaw and scared me from behind. They continued to pursue me. The low visibility from the fog and the actor coming in and out my visibility with haste made it seems very real and very frightening ,Excited/Enthused,3,Positive,Positive,Positive,5,1,,
1316,3,4,60,95.72,0.558326942,There was a moment in the blood yard when an actor revved up a chainsaw and scared me from behind. They continued to pursue me. The low visibility from the fog and the actor coming in and out my visibility with haste made it seems very real and very frightening ,Fearful/Afraid,5,Negative,Negative,Negative,6,4,,1
1316,3,4,61,100.57,1.188012258,"In the first phase that I was leading I was trailing behind another group. One girl from that group almost refused to enter the bus where we being led into as ""prisoners"". I laughed. ",Amused/Interested,1,Positive,Positive,Positive,7,1,,
1316,3,4,61,100.57,1.188012258,"In the first phase that I was leading I was trailing behind another group. One girl from that group almost refused to enter the bus where we being led into as ""prisoners"". I laughed. ",Fearful/Afraid*,13,,Negative,Negative,1,1,,0
1316,4,5.5,62,90.93,-0.063568452,"During the last phase my friend Collin seemed to struggle to get through one corridor as it was very dark and was made up of quishy walls that pressed into your sides, forcing one to feel their way through. He mentioned that he probably would not have made it through without the help of the group",Alert/Attentive,2,Positive,Positive,,6,1,,
1316,4,5.5,62,90.93,-0.063568452,"During the last phase my friend Collin seemed to struggle to get through one corridor as it was very dark and was made up of quishy walls that pressed into your sides, forcing one to feel their way through. He mentioned that he probably would not have made it through without the help of the group",Amused/Interested,1,Positive,Positive,Positive,7,1,,
1316,4,5.5,62,90.93,-0.063568452,"During the last phase my friend Collin seemed to struggle to get through one corridor as it was very dark and was made up of quishy walls that pressed into your sides, forcing one to feel their way through. He mentioned that he probably would not have made it through without the help of the group",Fearful/Afraid*,13,,Negative,Negative,1,1,,0
1316,,,63,91.76,0.044192128,"It was difficult for me to put on the glasses provided at the entrance of the ""quarantine 4D"" phase because of my actual eye glasses. They would just fall off my face. I was a little frustrated because I wanted to have the full effect of the experience. ",Irritable/Annoyed,7,Negative,Negative,Negative,5,7,,
1316,,,63,91.76,0.044192128,"It was difficult for me to put on the glasses provided at the entrance of the ""quarantine 4D"" phase because of my actual eye glasses. They would just fall off my face. I was a little frustrated because I wanted to have the full effect of the experience. ",Fearful/Afraid*,13,,Negative,Negative,1,1,,0
1320,2,2.5,64,100.59,1.112364051,"Event 1 was lockdown. It began with us walking through a school bus, through a yard, and then into a building. We walked up some steps and walked across flooring tiles that moved to throw us off balance. This part took roughly like 5 minutes to walk through. ",Amused/Interested,1,Positive,Positive,Positive,4,3,,
1320,2,2.5,64,100.59,1.112364051,"Event 1 was lockdown. It began with us walking through a school bus, through a yard, and then into a building. We walked up some steps and walked across flooring tiles that moved to throw us off balance. This part took roughly like 5 minutes to walk through. ",Excited/Enthused,3,Positive,Positive,Positive,5,4,,
1320,2,2.5,64,100.59,1.112364051,"Event 1 was lockdown. It began with us walking through a school bus, through a yard, and then into a building. We walked up some steps and walked across flooring tiles that moved to throw us off balance. This part took roughly like 5 minutes to walk through. ",Tense,12,Negative,Negative,Negative,2,4,,
1320,2,2.5,64,100.59,1.112364051,"Event 1 was lockdown. It began with us walking through a school bus, through a yard, and then into a building. We walked up some steps and walked across flooring tiles that moved to throw us off balance. This part took roughly like 5 minutes to walk through. ",Fearful/Afraid*,13,,Negative,Negative,2,1,,0
1320,2,2.5,65,97.32,0.705292986,"The second event was the machine shop. This took place all inside. When we first walked in, we were treated to a giant rotating saw thrown in our faces as well as various taser like electrical devices on the wall. People were wandering around holding various tools. ",Alert/Attentive,2,Positive,Positive,,5,3,,
